,WorldRank,Institution,Country,Nationa Rank,Total Score,Score Q1,Score CNCI,Score IC,Score TOP,Score Award,Subject,Year
197,151-200,Xiangtan University,../China,54-65,,30.8,76.8,38.5,27.8,0,Chemical Engineering,2020
198,151-200,Yeungnam University,../SouthKorea,9-11,,32.9,72.3,74.7,27.1,0,Chemical Engineering,2020
199,151-200,Zhejiang Sci-Tech University,../China,54-65,,28.3,79.9,44.6,27.1,0,Chemical Engineering,2020
200,201-300,Aalborg University,../Denmark,2,,24.9,82.6,79.1,17.6,0,Chemical Engineering,2020
201,201-300,Abo Akademi University,../Finland,2-3,,31.2,56.8,86.0,34.0,0,Chemical Engineering,2020
202,201-300,Academy of Scientific and Innovative Research (AcSIR),../India,1-8,,32.2,73.0,42.0,26.4,0,Chemical Engineering,2020
203,201-300,Aristotle University of Thessaloniki,../Greece,1,,30.1,70.2,69.5,25.6,0,Chemical Engineering,2020
204,201-300,Auburn University,../UnitedStates,41-51,,23.4,69.6,65.9,30.4,0,Chemical Engineering,2020
205,201-300,Autonomous University of Madrid,../Spain,5-13,,25.6,75.2,65.8,17.6,0,Chemical Engineering,2020
206,201-300,Beijing Forestry University,../China,66-89,,30.4,77.0,51.9,21.5,0,Chemical Engineering,2020
207,201-300,China University of Mining and Technology - Beijing,../China,66-89,,35.6,72.2,57.2,13.9,0,Chemical Engineering,2020
208,201-300,Chonbuk National University,../SouthKorea,12-14,,35.6,73.6,65.1,17.6,0,Chemical Engineering,2020
209,201-300,Complutense University of Madrid,../Spain,5-13,,28.9,70.9,69.4,24.9,0,Chemical Engineering,2020
210,201-300,Cranfield University,../UnitedKingdom,13-18,,29.6,69.8,84.4,20.6,0,Chemical Engineering,2020
211,201-300,Deakin University,../Australia,11-14,,22.3,79.3,82.0,23.2,0,Chemical Engineering,2020
212,201-300,East China Normal University,../China,66-89,,25.3,87.2,47.5,15.2,0,Chemical Engineering,2020
213,201-300,Fujian Normal University,../China,66-89,,21.0,83.7,61.0,16.4,0,Chemical Engineering,2020
214,201-300,Harbin Engineering University,../China,66-89,,22.6,86.7,43.5,13.9,0,Chemical Engineering,2020
215,201-300,Hebei University of Technology,../China,66-89,,31.0,64.7,32.0,30.4,0,Chemical Engineering,2020
216,201-300,Hefei University of Technology,../China,66-89,,33.1,66.9,54.1,28.5,0,Chemical Engineering,2020
217,201-300,Henan Normal University,../China,66-89,,21.9,85.3,38.3,16.4,0,Chemical Engineering,2020
218,201-300,Henan University,../China,66-89,,21.7,81.8,34.3,27.1,0,Chemical Engineering,2020
219,201-300,Hokkaido University,../Japan,4-5,,34.1,70.5,63.6,13.9,0,Chemical Engineering,2020
220,201-300,Indian Institute of Technology Bombay,../India,1-8,,29.7,58.2,56.4,37.8,0,Chemical Engineering,2020
221,201-300,Indian Institute of Technology Delhi,../India,1-8,,31.9,63.2,52.5,27.1,0,Chemical Engineering,2020
222,201-300,Indian Institute of Technology Guwahati,../India,1-8,,29.7,63.3,37.7,31.7,0,Chemical Engineering,2020
223,201-300,Indian Institute of Technology Kharagpur,../India,1-8,,33.3,64.0,46.3,31.1,0,Chemical Engineering,2020
224,201-300,Indian Institute of Technology Madras,../India,1-8,,35.8,56.2,49.7,38.3,0,Chemical Engineering,2020
225,201-300,Indian Institute of Technology Roorkee,../India,1-8,,29.4,70.1,50.4,29.1,0,Chemical Engineering,2020
226,201-300,INHA University,../SouthKorea,12-14,,32.7,69.0,65.2,24.9,0,Chemical Engineering,2020
227,201-300,"Institute of Chemical Technology, Mumbai",../India,1-8,,35.7,58.4,40.0,38.8,0,Chemical Engineering,2020
228,201-300,Iowa State University,../UnitedStates,41-51,,32.4,71.4,55.3,26.4,0,Chemical Engineering,2020
229,201-300,Isfahan University of Technology,../Iran,3-5,,31.4,70.0,50.6,26.4,0,Chemical Engineering,2020
230,201-300,Jiangnan University,../China,66-89,,35.9,64.8,61.6,27.1,0,Chemical Engineering,2020
231,201-300,Jiangsu University of Science and Technology,../China,66-89,,22.6,98.2,55.5,6.2,0,Chemical Engineering,2020
232,201-300,Kunming University of Science and Technology,../China,66-89,,33.9,65.3,39.9,24.1,0,Chemical Engineering,2020
233,201-300,Lappeenranta University of Technology,../Finland,2-3,,32.0,67.2,79.4,21.5,0,Chemical Engineering,2020
234,201-300,Lund University,../Sweden,3,,37.2,71.8,78.2,16.4,0,Chemical Engineering,2020
235,201-300,McGill University,../Canada,10-11,,31.2,66.5,73.7,27.8,0,Chemical Engineering,2020
236,201-300,McMaster University,../Canada,10-11,,25.4,61.6,61.3,38.8,0,Chemical Engineering,2020
237,201-300,Michigan State University,../UnitedStates,41-51,,24.3,68.2,69.9,24.1,0,Chemical Engineering,2020
238,201-300,Nanjing University of Aeronautics and Astronautics,../China,66-89,,23.8,90.9,58.3,15.2,0,Chemical Engineering,2020
239,201-300,National Autonomous University of Mexico,../Mexico,1,,37.7,57.6,63.4,26.4,0,Chemical Engineering,2020
240,201-300,National Cheng Kung University,../China-Taiwan,3-4,,34.7,65.3,65.3,23.2,0,Chemical Engineering,2020
241,201-300,National Polytechnic Institute of Toulouse,../France,5-10,,34.7,65.8,70.4,24.1,0,Chemical Engineering,2020
242,201-300,National Taiwan University of Science and Technology,../China-Taiwan,3-4,,34.1,63.0,65.2,25.6,0,Chemical Engineering,2020
243,201-300,New University of Lisbon,../Portugal,4,,31.3,68.4,68.2,17.6,0,Chemical Engineering,2020
244,201-300,Newcastle University,../UnitedKingdom,13-18,,29.7,71.4,83.9,22.4,0,Chemical Engineering,2020
245,201-300,Ningbo University,../China,66-89,,23.0,80.8,56.2,25.6,0,Chemical Engineering,2020
246,201-300,Northeast Normal University,../China,66-89,,25.3,92.5,38.0,13.9,0,Chemical Engineering,2020
247,201-300,Northeastern University (Shenyang),../China,66-89,,32.3,66.8,55.4,31.1,0,Chemical Engineering,2020
248,201-300,Northwest University,../China,66-89,,28.2,72.7,50.2,21.5,0,Chemical Engineering,2020
249,201-300,Northwestern Polytechnical University,../China,66-89,,26.4,83.5,42.4,24.1,0,Chemical Engineering,2020
250,201-300,Polytechnic University of Catalonia,../Spain,5-13,,33.6,67.1,74.5,18.6,0,Chemical Engineering,2020
251,201-300,PSL University,../France,5-10,,32.7,60.3,77.4,24.1,0,Chemical Engineering,2020
252,201-300,Pusan National University,../SouthKorea,12-14,,32.0,69.8,52.8,27.1,0,Chemical Engineering,2020
253,201-300,Qilu University of Technology,../China,66-89,,25.8,68.9,50.4,27.1,0,Chemical Engineering,2020
254,201-300,Queen's University Belfast,../UnitedKingdom,13-18,,25.7,69.8,93.1,19.6,0,Chemical Engineering,2020
255,201-300,RMIT University,../Australia,11-14,,31.2,65.7,87.0,24.1,0,Chemical Engineering,2020
256,201-300,"Rutgers, The State University of New Jersey - New Brunswick",../UnitedStates,41-51,,25.9,70.9,65.0,27.8,0,Chemical Engineering,2020
257,201-300,Shaanxi University of Science and Technology,../China,66-89,,21.9,81.6,50.1,17.6,0,Chemical Engineering,2020
258,201-300,Sharif University of Technology,../Iran,3-5,,35.2,63.7,46.9,34.0,0,Chemical Engineering,2020
259,201-300,Shihezi University,../China,66-89,,20.0,82.6,51.1,21.5,0,Chemical Engineering,2020
260,201-300,Sorbonne University,../France,5-10,,32.3,70.8,81.5,17.6,0,Chemical Engineering,2020
261,201-300,South China Normal University,../China,66-89,,24.7,91.9,51.4,8.8,0,Chemical Engineering,2020
262,201-300,Technical University of Berlin,../Germany,5-8,,32.2,67.6,67.1,29.1,0,Chemical Engineering,2020
263,201-300,Technical University of Dortmund,../Germany,5-8,,25.8,58.6,62.8,38.3,0,Chemical Engineering,2020
264,201-300,Texas A and M University at Qatar,../Qatar,2,,20.1,71.6,99.8,24.1,0,Chemical Engineering,2020
265,201-300,The University of Edinburgh,../UnitedKingdom,13-18,,25.3,72.4,84.9,23.2,0,Chemical Engineering,2020
266,201-300,"The University of Newcastle, Australia",../Australia,11-14,,36.1,61.6,73.8,22.4,0,Chemical Engineering,2020
267,201-300,The University of Sheffield,../UnitedKingdom,13-18,,29.4,64.1,73.9,24.1,0,Chemical Engineering,2020
268,201-300,Tokyo Institute of Technology,../Japan,4-5,,37.7,60.9,67.4,28.5,0,Chemical Engineering,2020
269,201-300,Universit̩ Grenoble Alpes,../France,5-10,,25.9,71.1,78.6,22.4,0,Chemical Engineering,2020
270,201-300,University of Alicante,../Spain,5-13,,28.3,72.4,71.8,24.1,0,Chemical Engineering,2020
271,201-300,University of Barcelona,../Spain,5-13,,28.2,78.4,74.9,13.9,0,Chemical Engineering,2020
272,201-300,University of Calabria,../Italy,5-8,,32.1,77.1,77.1,13.9,0,Chemical Engineering,2020
273,201-300,"University of California, Davis",../UnitedStates,41-51,,27.7,65.7,86.7,26.4,0,Chemical Engineering,2020
274,201-300,"University of California, Riverside",../UnitedStates,41-51,,20.6,81.8,71.8,19.6,0,Chemical Engineering,2020
275,201-300,University of Campinas,../Brazil,1-2,,39.7,58.5,54.7,21.5,0,Chemical Engineering,2020
276,201-300,University of Cordoba,../Spain,5-13,,22.6,83.4,84.2,12.4,0,Chemical Engineering,2020
277,201-300,University of Duisburg-Essen,../Germany,5-8,,26.6,73.2,72.0,20.6,0,Chemical Engineering,2020
278,201-300,University of Florida,../UnitedStates,41-51,,25.7,77.2,76.3,20.6,0,Chemical Engineering,2020
279,201-300,University of Jinan,../China,66-89,,22.6,87.4,41.9,21.5,0,Chemical Engineering,2020
280,201-300,University of Johannesburg,../SouthAfrica,1,,21.0,83.3,79.4,10.8,0,Chemical Engineering,2020
281,201-300,University of Lille,../France,5-10,,32.9,72.1,80.0,16.4,0,Chemical Engineering,2020
282,201-300,University of Nottingham,../UnitedKingdom,13-18,,33.3,68.6,86.2,21.5,0,Chemical Engineering,2020
283,201-300,University of Padua,../Italy,5-8,,27.4,66.7,77.3,23.2,0,Chemical Engineering,2020
284,201-300,University of Palermo,../Italy,5-8,,26.2,80.5,67.1,10.8,0,Chemical Engineering,2020
285,201-300,Paris-Saclay University,../France,5-10,,36.3,66.5,72.4,16.4,0,Chemical Engineering,2020
286,201-300,University of Sao Paulo,../Brazil,1-2,,38.4,56.2,63.7,29.8,0,Chemical Engineering,2020
287,201-300,University of Seville,../Spain,5-13,,35.6,76.6,61.8,16.4,0,Chemical Engineering,2020
288,201-300,University of Southern California,../UnitedStates,41-51,,23.5,79.5,58.0,21.5,0,Chemical Engineering,2020
289,201-300,University of Stuttgart,../Germany,5-8,,27.1,63.5,70.1,27.8,0,Chemical Engineering,2020
290,201-300,University of Tehran,../Iran,3-5,,40.1,61.3,51.1,29.8,0,Chemical Engineering,2020
291,201-300,University of Turin,../Italy,5-8,,25.7,75.0,78.8,16.4,0,Chemical Engineering,2020
292,201-300,University of Utah,../UnitedStates,41-51,,27.1,71.0,74.2,22.4,0,Chemical Engineering,2020
293,201-300,University of Valencia,../Spain,5-13,,21.0,80.4,73.3,17.6,0,Chemical Engineering,2020
294,201-300,University of Wollongong,../Australia,11-14,,27.3,81.8,89.0,12.4,0,Chemical Engineering,2020
295,201-300,University of Wyoming,../UnitedStates,41-51,,27.1,76.2,77.8,22.4,0,Chemical Engineering,2020
296,201-300,University Rovira i Virgili,../Spain,5-13,,26.5,69.3,84.9,20.6,0,Chemical Engineering,2020
297,201-300,Utrecht University,../Netherlands,5-6,,24.7,82.7,82.2,13.9,0,Chemical Engineering,2020
298,201-300,Wageningen University & Research,../Netherlands,5-6,,28.3,80.2,69.4,17.6,0,Chemical Engineering,2020
299,201-300,West Virginia University,../UnitedStates,41-51,,25.2,63.5,53.3,31.7,0,Chemical Engineering,2020
300,201-300,Wuhan Institute of Technology,../China,66-89,,21.9,96.4,55.8,12.4,0,Chemical Engineering,2020
301,301-400,Aarhus University,../Denmark,3-4,,20.9,73.1,87.2,13.9,0,Chemical Engineering,2020
302,301-400,Aligarh Muslim University,../India,9-11,,19.0,66.7,60.6,19.6,0,Chemical Engineering,2020
303,301-400,Autonomous University of Barcelona,../Spain,14-20,,20.7,70.6,72.7,13.9,0,Chemical Engineering,2020
304,301-400,Babol Noshirvani University of Technology,../Iran,6-11,,25.1,81.7,43.0,8.8,0,Chemical Engineering,2020
305,301-400,Beijing Jiaotong University,../China,90-105,,20.7,80.8,57.0,13.9,0,Chemical Engineering,2020
306,301-400,Ben-Gurion University of the Negev,../Israel,1-2,,24.3,67.3,71.0,12.4,0,Chemical Engineering,2020
307,301-400,Catholic University of Louvain,../Belgium,3-5,,21.5,72.0,84.9,10.8,0,Chemical Engineering,2020
308,301-400,Chang'an University,../China,90-105,,18.0,73.1,60.6,15.2,0,Chemical Engineering,2020
309,301-400,China Agricultural University,../China,90-105,,25.4,76.3,68.9,6.2,0,Chemical Engineering,2020
310,301-400,China University of Geosciences (Wuhan),../China,90-105,,28.2,74.7,60.5,8.8,0,Chemical Engineering,2020
311,301-400,Chonnam National University,../SouthKorea,15-17,,29.8,65.9,56.7,15.2,0,Chemical Engineering,2020
312,301-400,Chulalongkorn University,../Thailand,1,,34.6,56.0,73.1,22.4,0,Chemical Engineering,2020
313,301-400,COMSATS University Islamabad,../Pakistan,1-2,,23.7,68.1,95.1,17.6,0,Chemical Engineering,2020
314,301-400,Dongguk University,../SouthKorea,15-17,,22.3,68.0,54.6,17.6,0,Chemical Engineering,2020
315,301-400,"ENSCM, Chimie Montpellier",../France,11,,26.4,78.3,82.1,6.2,0,Chemical Engineering,2020
316,301-400,Federal University of Rio de Janeiro,../Brazil,3-4,,34.7,56.6,56.7,24.1,0,Chemical Engineering,2020
317,301-400,Graz University of Technology,../Austria,1,,26.6,59.5,69.9,22.4,0,Chemical Engineering,2020
318,301-400,Henan Polytechnic University,../China,90-105,,26.0,71.5,44.6,17.6,0,Chemical Engineering,2020
319,301-400,Heriot-Watt University,../UnitedKingdom,19-20,,27.7,61.2,82.1,24.1,0,Chemical Engineering,2020
320,301-400,Hiroshima University,../Japan,6-9,,30.3,59.5,56.0,23.2,0,Chemical Engineering,2020
321,301-400,Indian Institute of Science,../India,9-11,,25.8,66.7,47.2,27.8,0,Chemical Engineering,2020
322,301-400,Indian Institute of Technology Kanpur,../India,9-11,,25.2,63.5,37.7,32.3,0,Chemical Engineering,2020
323,301-400,Iran University of Science & Technology,../Iran,6-11,,28.3,64.5,45.5,19.6,0,Chemical Engineering,2020
324,301-400,Jagiellonian University,../Poland,1,,23.1,69.4,75.9,13.9,0,Chemical Engineering,2020
325,301-400,Kobe University,../Japan,6-9,,25.2,61.0,49.7,24.9,0,Chemical Engineering,2020
326,301-400,Kyushu University,../Japan,6-9,,33.0,62.2,66.1,20.6,0,Chemical Engineering,2020
327,301-400,Laval University,../Canada,12-13,,27.8,59.7,71.6,24.1,0,Chemical Engineering,2020
328,301-400,Lehigh University,../UnitedStates,52-61,,21.6,65.7,58.2,24.9,0,Chemical Engineering,2020
329,301-400,Loughborough University,../UnitedKingdom,19-20,,22.3,67.7,79.9,16.4,0,Chemical Engineering,2020
330,301-400,Louisiana State University - Baton Rouge,../UnitedStates,52-61,,22.4,59.3,74.4,23.2,0,Chemical Engineering,2020
331,301-400,Lulea University of Technology,../Sweden,4-5,,28.4,64.4,82.5,16.4,0,Chemical Engineering,2020
332,301-400,Memorial University of Newfoundland,../Canada,12-13,,23.1,61.1,75.8,26.4,0,Chemical Engineering,2020
333,301-400,Missouri University of Science and Technology,../UnitedStates,52-61,,23.5,63.6,78.2,21.5,0,Chemical Engineering,2020
334,301-400,Nanjing Forestry University,../China,90-105,,22.3,74.1,59.0,10.8,0,Chemical Engineering,2020
335,301-400,Nanjing Normal University,../China,90-105,,24.2,80.1,48.1,12.4,0,Chemical Engineering,2020
336,301-400,Nanjing University of Information Science & Technology,../China,90-105,,20.7,84.8,48.9,15.2,0,Chemical Engineering,2020
337,301-400,National Central University,../China-Taiwan,5-7,,21.6,71.0,60.3,19.6,0,Chemical Engineering,2020
338,301-400,National Taipei University of Technology,../China-Taiwan,5-7,,25.8,61.6,69.5,18.6,0,Chemical Engineering,2020
339,301-400,National Technical University of Athens,../Greece,2-3,,27.4,63.8,67.7,18.6,0,Chemical Engineering,2020
340,301-400,National Tsing Hua University,../China-Taiwan,5-7,,28.2,61.5,65.8,24.9,0,Chemical Engineering,2020
341,301-400,National University of Colombia,../Colombia,1,,25.8,56.4,74.2,27.1,0,Chemical Engineering,2020
342,301-400,National University of Malaysia,../Malaysia,3-7,,24.4,70.7,73.6,13.9,0,Chemical Engineering,2020
343,301-400,National University of the Littoral,../Argentina,1,,27.3,55.9,61.3,31.1,0,Chemical Engineering,2020
344,301-400,New Jersey Institute of Technology,../UnitedStates,52-61,,23.4,70.2,48.1,19.6,0,Chemical Engineering,2020
345,301-400,Northeast Forestry University - China,../China,90-105,,23.8,75.1,44.3,13.9,0,Chemical Engineering,2020
346,301-400,Novosibirsk State University,../Russia,1,,30.4,60.1,55.3,16.4,0,Chemical Engineering,2020
347,301-400,Ocean University of China,../China,90-105,,27.7,74.5,29.5,10.8,0,Chemical Engineering,2020
348,301-400,Osaka University,../Japan,6-9,,25.3,65.0,59.0,17.6,0,Chemical Engineering,2020
349,301-400,Quaid-i-Azam University,../Pakistan,1-2,,20.3,80.3,91.6,8.8,0,Chemical Engineering,2020
350,301-400,Sejong University,../SouthKorea,15-17,,23.0,70.5,71.9,12.4,0,Chemical Engineering,2020
351,301-400,Shanghai University of Electric Power,../China,90-105,,22.2,90.3,47.5,6.2,0,Chemical Engineering,2020
352,301-400,Shiraz University,../Iran,6-11,,31.4,58.2,59.1,16.4,0,Chemical Engineering,2020
353,301-400,Southwest University of Science and Technology,../China,90-105,,19.8,79.4,35.1,23.2,0,Chemical Engineering,2020
354,301-400,Sultan Qaboos University,../Oman,1,,22.0,69.3,95.3,17.6,0,Chemical Engineering,2020
355,301-400,Tarbiat Modares University,../Iran,6-11,,34.1,66.7,42.9,19.6,0,Chemical Engineering,2020
356,301-400,Technical University Darmstadt,../Germany,9-12,,24.7,69.0,63.3,13.9,0,Chemical Engineering,2020
357,301-400,Technion-Israel Institute of Technology,../Israel,1-2,,26.0,72.0,64.7,16.4,0,Chemical Engineering,2020
358,301-400,Texas Tech University,../UnitedStates,52-61,,20.1,61.3,66.3,24.9,0,Chemical Engineering,2020
359,301-400,The State University of Maringa,../Brazil,3-4,,23.9,66.8,53.7,16.4,0,Chemical Engineering,2020
360,301-400,The University of Akron,../UnitedStates,52-61,,22.3,66.9,67.7,17.6,0,Chemical Engineering,2020
361,301-400,The University of Auckland,../NewZealand,1,,23.0,73.6,84.0,8.8,0,Chemical Engineering,2020
362,301-400,The University of Western Australia,../Australia,15-16,,26.9,71.3,84.4,13.9,0,Chemical Engineering,2020
363,301-400,Tianjin University of Technology,../China,90-105,,21.7,78.8,51.3,18.6,0,Chemical Engineering,2020
364,301-400,Tshwane University of Technology,../SouthAfrica,2-3,,18.7,76.1,78.5,13.9,0,Chemical Engineering,2020
365,301-400,TU Dresden,../Germany,9-12,,25.8,63.2,68.5,19.6,0,Chemical Engineering,2020
366,301-400,Umea University,../Sweden,4-5,,23.8,65.2,84.7,15.2,0,Chemical Engineering,2020
367,301-400,Universidad de Cadiz,../Spain,14-20,,25.4,68.6,72.8,10.8,0,Chemical Engineering,2020
368,301-400,Universidad Michoacana de San Nicolas de Hidalgo,../Mexico,2,,20.9,55.6,79.0,25.6,0,Chemical Engineering,2020
369,301-400,Universiti Teknologi Petronas,../Malaysia,3-7,,28.3,59.4,75.7,24.1,0,Chemical Engineering,2020
370,301-400,University College Dublin,../Ireland,1-2,,19.5,80.8,85.7,6.2,0,Chemical Engineering,2020
371,301-400,University Kashan,../Iran,6-11,,28.1,73.3,39.3,12.4,0,Chemical Engineering,2020
372,301-400,University of Antwerp,../Belgium,3-5,,23.5,77.3,82.2,12.4,0,Chemical Engineering,2020
373,301-400,University of Bochum,../Germany,9-12,,28.4,66.8,62.6,10.8,0,Chemical Engineering,2020
374,301-400,University of Bologna,../Italy,9-10,,32.5,64.2,69.5,19.6,0,Chemical Engineering,2020
375,301-400,"University of California, San Diego",../UnitedStates,52-61,,19.6,69.1,80.2,19.6,0,Chemical Engineering,2020
376,301-400,University of Cantabria,../Spain,14-20,,20.4,74.5,62.3,15.2,0,Chemical Engineering,2020
